P1 wins, P2 wins, Draws, TOTAL TIME P1, TOTAL TIME P2, TOTAL MOVES, TOTAL MOVES P1, TOTAL MOVES P2
0, 1, 0, 2.43201672E8, 3.9442869E8, 26, 13, 13
0, 1, 0, 2.42528312E8, 3.84957221E8, 26, 13, 13
0, 1, 0, 2.78507151E8, 4.69146041E8, 30, 15, 15
0, 1, 0, 2.9346937E8, 4.73170961E8, 36, 18, 18
0, 1, 0, 2.57480094E8, 4.61562417E8, 28, 14, 14
0, 1, 0, 3.14645187E8, 5.55557251E8, 40, 20, 20
0, 1, 0, 2.36495886E8, 4.17269707E8, 28, 14, 14
0, 1, 0, 2.35221822E8, 3.94509906E8, 24, 12, 12
0, 1, 0, 2.56613311E8, 4.52697618E8, 34, 17, 17
0, 1, 0, 1.79732415E8, 2.68245429E8, 18, 9, 9
0, 1, 0, 2.14572913E8, 3.40063572E8, 20, 10, 10
1, 0, 0, 2.89362246E8, 4.81086377E8, 35, 18, 17
1, 0, 0, 2.88603627E8, 5.28116619E8, 39, 20, 19
0, 1, 0, 1.95422057E8, 3.0034642E8, 18, 9, 9
1, 0, 0, 2.12893612E8, 3.20677286E8, 25, 13, 12
0, 1, 0, 1.93820298E8, 3.15428775E8, 22, 11, 11
0, 1, 0, 1.94206268E8, 3.18659262E8, 18, 9, 9
0, 1, 0, 2.5237148E8, 4.2643626E8, 34, 17, 17
0, 1, 0, 2.89243754E8, 5.3775111E8, 32, 16, 16
1, 0, 0, 2.80975022E8, 4.81933739E8, 35, 18, 17
1, 0, 0, 3.26515396E8, 5.36236356E8, 39, 20, 19
0, 1, 0, 2.31016357E8, 4.06598541E8, 26, 13, 13
0, 1, 0, 2.49558995E8, 4.43424533E8, 34, 17, 17
0, 1, 0, 1.69653109E8, 2.634277E8, 16, 8, 8
0, 1, 0, 2.77690292E8, 5.19058355E8, 36, 18, 18
0, 1, 0, 2.01191611E8, 2.99772257E8, 20, 10, 10
0, 1, 0, 1.98002994E8, 3.20467752E8, 22, 11, 11
0, 1, 0, 2.49479128E8, 4.25523323E8, 28, 14, 14
0, 1, 0, 2.87279899E8, 5.23199348E8, 32, 16, 16
0, 1, 0, 2.70539877E8, 4.40035973E8, 26, 13, 13
1, 0, 0, 2.81315712E8, 4.82440907E8, 35, 18, 17
0, 1, 0, 1.82984794E8, 2.79198691E8, 18, 9, 9
0, 1, 0, 2.76482399E8, 4.58996589E8, 36, 18, 18
0, 1, 0, 2.48119053E8, 4.45780562E8, 26, 13, 13
0, 1, 0, 2.01933378E8, 3.22959938E8, 20, 10, 10
0, 1, 0, 2.51822507E8, 4.07835769E8, 34, 17, 17
0, 1, 0, 2.63810443E8, 4.39294409E8, 26, 13, 13
0, 1, 0, 2.73397949E8, 4.84807355E8, 28, 14, 14
0, 1, 0, 2.97324866E8, 5.04766255E8, 36, 18, 18
0, 1, 0, 1.78379797E8, 2.33668908E8, 14, 7, 7
0, 1, 0, 2.48210038E8, 3.27249036E8, 18, 9, 9
0, 1, 0, 3.49401203E8, 5.68063562E8, 36, 18, 18
0, 1, 0, 3.12751481E8, 5.17635541E8, 36, 18, 18
1, 0, 0, 3.02114049E8, 4.74334208E8, 39, 20, 19
1, 0, 0, 2.91307662E8, 5.3521136E8, 39, 20, 19
0, 1, 0, 2.57723922E8, 4.20711188E8, 36, 18, 18
0, 1, 0, 3.03738039E8, 5.08010861E8, 36, 18, 18
0, 1, 0, 2.24696869E8, 3.58179684E8, 22, 11, 11
0, 1, 0, 2.78480113E8, 4.72141584E8, 34, 17, 17
0, 1, 0, 1.87510499E8, 2.98922251E8, 18, 9, 9
0, 1, 0, 2.3457504E8, 3.98943988E8, 24, 12, 12
0, 1, 0, 1.87030002E8, 3.17359094E8, 18, 9, 9
1, 0, 0, 3.42157417E8, 5.76147381E8, 41, 21, 20
0, 1, 0, 2.27621423E8, 3.91440247E8, 22, 11, 11
0, 1, 0, 3.46209738E8, 5.50917244E8, 38, 19, 19
0, 1, 0, 2.8518743E8, 4.60046134E8, 34, 17, 17
0, 1, 0, 1.84015805E8, 2.79620243E8, 20, 10, 10
